6202.71,2.86239876,6202.72,24.57512865
6202.71,2.69239876,6202.72,24.57512865
6202.71,2.69239876,6202.72,25.57512865
6202.71,2.69239876,6202.72,25.57512865
6202.71,2.69239876,6202.72,25.57368329
6202.71,2.81239876,6202.72,25.57368329
6202.71,2.91511894,6202.72,25.57368329
6202.71,2.91511894,6202.72,25.56597362
6202.71,2.79511894,6202.72,25.56597362
6202.71,2.79511894,6202.72,24.56597362
6202.71,1.79511894,6202.72,24.56597362
6202.71,1.60272018,6202.72,24.56597362
6202.71,1.60272018,6202.72,24.54526819
6202.71,1.60272018,6202.72,23.54526819
6202.71,2.06272018,6202.72,23.54526819
6202.71,1.60272018,6202.72,23.54526819
6202.71,2.15401018,6202.72,23.54526819
6202.71,2.15401018,6202.72,22.54526819
6202.71,2.15401018,6202.72,22.52058635
6202.71,3.15401018,6202.72,22.52058635
6202.71,3.61401018,6202.72,22.52058635
6202.71,3.61401018,6202.72,22.41058635
6202.71,4.61401018,6202.72,22.41058635
6202.71,4.15401018,6202.72,22.41058635
6202.71,4.48401018,6202.72,22.41058635
6202.71,4.47621018,6202.72,22.41058635
6202.71,4.14621018,6202.72,22.41058635
6202.71,4.14621018,6202.72,22.40047844
6202.71,4.47621018,6202.72,22.40047844
6202.71,4.47621018,6202.72,22.33123600
6202.71,3.47621018,6202.72,22.33123600
6202.71,3.47621018,6202.72,23.33123600
6202.71,3.47621018,6202.72,23.29035674
6202.71,3.47621018,6202.72,18.29035674
6202.71,3.47621018,6202.72,17.29035674
6202.71,4.47621018,6202.72,17.29035674
6202.71,4.67593256,6202.72,17.29035674
6202.71,4.47621018,6202.72,17.29035674
6202.71,4.47621018,6202.72,17.28424002
6202.71,4.34020575,6202.72,17.28424002
6202.71,4.34020575,6202.72,17.26881427
6202.71,3.94480575,6202.72,17.26881427
6202.71,2.94480575,6202.72,17.26881427
6202.71,1.94480575,6202.72,17.26881427
6202.71,1.94480575,6202.72,18.26881427
